recency,history_segment,history,mens,womens,zip_code,newbie,channel,visit,spend,y,treatment,uplift,p0,p1,group
10,1) $0 - $100,29.99,0,1,Surburban,1,Web,0,0.0,0,1,1.1417696074495197e-09,1.5269941587513882e-08,1.6411711194963402e-08,Takers
7,4) $350 - $500,416.12,0,1,Urban,1,Web,0,0.0,0,0,6.879178604673325e-10,1.729288924618127e-08,1.7980807106648604e-08,Lost Causes
8,1) $0 - $100,72.26,0,1,Urban,1,Web,0,0.0,0,1,4.842283570513065e-10,1.553057781310304e-08,1.6014806170154347e-08,Lost Causes
9,1) $0 - $100,95.51,0,1,Urban,1,Phone,0,0.0,0,1,1.091694705442699e-09,1.4898468660932107e-08,1.5990163366374806e-08,Takers
11,1) $0 - $100,99.18,0,1,Urban,0,Phone,0,0.0,0,1,6.491529490864912e-10,1.5280283726068747e-08,1.592943667515524e-08,Lost Causes
6,3) $200 - $350,206.3,1,0,Surburban,1,Phone,0,0.0,0,1,1.0267594193667029e-09,1.5318634318622685e-08,1.6345393737989388e-08,Takers
9,2) $100 - $200,120.84,0,1,Surburban,0,Web,0,0.0,0,1,2.3281800995262825e-10,1.5775444166138862e-08,1.600826217609149e-08,Lost Causes
6,1) $0 - $100,40.26,1,0,Urban,1,Phone,0,0.0,0,0,2.1459901193840016e-10,1.5792424103038007e-08,1.6007023114976407e-08,Lost Causes
3,3) $200 - $350,227.13,1,0,Surburban,0,Web,1,0.0,0,1,-7.114715697793279e-09,1.3450739827406105e-07,1.2739268257626777e-07,Lost Causes
1,4) $350 - $500,494.47,0,1,Urban,1,Multichannel,0,0.0,0,0,-5.04204048445508e-13,1.9829048289375033e-08,1.9828544085326587e-08,Lost Causes
12,5) $500 - $750,529.04,1,0,Surburban,1,Phone,0,0.0,0,1,9.79434971702831e-10,1.6591780470501236e-08,1.7571215442204067e-08,Takers
5,2) $100 - $200,107.42,0,1,Surburban,1,Web,0,0.0,0,0,2.8726725154760647e-10,1.642012727242663e-08,1.6707394523974236e-08,Lost Causes
11,1) $0 - $100,69.28,1,0,Urban,1,Web,1,0.0,0,0,8.295747049433788e-09,1.4666010267217254e-07,1.5495584972160633e-07,Takers
3,3) $200 - $350,203.78,0,1,Urban,1,Web,0,0.0,0,1,8.244125363351083e-10,1.634296890698225e-08,1.7167381443317358e-08,Lost Causes
10,1) $0 - $100,29.99,0,1,Surburban,1,Phone,0,0.0,0,0,1.1136849756285805e-09,1.4894084108855001e-08,1.600776908448358e-08,Takers
3,1) $0 - $100,45.91,1,0,Surburban,0,Phone,0,0.0,0,1,6.271834695756752e-11,1.5753491609115004e-08,1.5816209956072572e-08,Lost Causes
10,5) $500 - $750,718.58,0,1,Urban,1,Web,0,0.0,0,1,6.447361489873932e-10,1.7151833944375284e-08,1.7796570093362677e-08,Lost Causes
2,"6) $750 - $1,000",817.9,1,1,Surburban,1,Phone,0,0.0,0,1,6.88889089121827e-10,1.9110622706470166e-08,1.9799511795591993e-08,Lost Causes
9,1) $0 - $100,29.99,1,0,Surburban,1,Phone,0,0.0,0,0,7.520941177556081e-10,1.4619621100977613e-08,1.537171521873322e-08,Lost Causes
10,3) $200 - $350,223.04,0,1,Rural,1,Multichannel,1,0.0,0,1,8.543130065576597e-09,1.0550235243793074e-07,1.1404548250350734e-07,Takers
2,5) $500 - $750,653.23,0,1,Urban,1,Phone,0,0.0,0,1,6.522730847068739e-10,1.809205050099855e-08,1.8744323585705425e-08,Lost Causes
1,3) $200 - $350,230.63,1,0,Surburban,1,Web,1,0.0,0,1,-4.1576112005839085e-09,1.4874291123611855e-07,1.4458530003553464e-07,Lost Causes
7,4) $350 - $500,422.44,1,0,Surburban,0,Web,0,0.0,0,1,3.943140697080828e-10,1.730356611750477e-08,1.7697880187212852e-08,Lost Causes
4,4) $350 - $500,420.8,0,1,Urban,0,Phone,0,0.0,0,1,-8.421305311167169e-10,2.01684658263041e-08,1.9326335295187384e-08,Lost Causes
6,1) $0 - $100,29.99,1,0,Surburban,1,Phone,0,0.0,0,0,2.0802614058144213e-10,1.5306882495176746e-08,1.5514908635758188e-08,Lost Causes
1,4) $350 - $500,382.23,1,0,Surburban,1,Phone,0,0.0,0,0,-3.0408669548408366e-13,1.8412986327738894e-08,1.841268224104341e-08,Lost Causes
10,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0.0,0,1,-6.696670726023026e-10,1.603465762207787e-08,1.5364990549475566e-08,Lost Causes
7,1) $0 - $100,40.69,0,1,Surburban,1,Phone,1,0.0,0,1,1.1758437368368318e-08,1.4853124684935386e-07,1.6028968421772218e-07,Takers
5,5) $500 - $750,614.54,1,1,Urban,1,Phone,0,0.0,0,1,9.095980936806069e-10,1.6280103997651327e-08,1.7189702091331934e-08,Lost Causes
1,3) $200 - $350,245.66,1,1,Urban,0,Web,0,0.0,0,1,-5.82909498381494e-13,2.0256057625547048e-08,2.0255474716048666e-08,Lost Causes
11,3) $200 - $350,230.5,1,0,Surburban,0,Multichannel,1,0.0,0,1,2.4734533564697936e-08,5.3034012543519596e-08,7.776854610821753e-08,Takers
10,2) $100 - $200,144.94,0,1,Surburban,1,Phone,0,0.0,0,0,1.060160342351122e-09,1.446840565442106e-08,1.5528565996772183e-08,Takers
10,1) $0 - $100,73.73,1,0,Rural,1,Phone,0,0.0,0,1,7.650022380742216e-10,1.4870410099016165e-08,1.5635412337090386e-08,Lost Causes
6,2) $100 - $200,173.56,1,0,Urban,0,Web,1,0.0,0,1,-7.748197546092885e-10,1.02806190675541e-07,1.0203137092093172e-07,Lost Causes
12,2) $100 - $200,103.34,1,0,Surburban,1,Web,0,0.0,0,0,7.57232341881469e-10,1.4719636743773948e-08,1.5476869085655417e-08,Lost Causes
6,"7) $1,000 +",1320.32,1,0,Urban,1,Web,0,0.0,0,0,1.0404700055215024e-09,1.6594753104938043e-08,1.7635223110459545e-08,Takers
5,1) $0 - $100,92.8,0,1,Urban,0,Phone,0,0.0,0,1,-3.1921366085427444e-11,1.5797864540546665e-08,1.5765943174461237e-08,Lost Causes
2,"6) $750 - $1,000",823.96,1,1,Urban,1,Multichannel,0,0.0,0,1,-4.129470769364176e-10,2.021243227548193e-08,1.9799485198545512e-08,Lost Causes
4,3) $200 - $350,328.09,0,1,Urban,0,Phone,0,0.0,0,1,4.91998812551498e-10,1.7103776696042072e-08,1.759577550859357e-08,Lost Causes
4,1) $0 - $100,31.67,1,0,Urban,0,Web,0,0.0,0,1,7.019974826838667e-11,1.7693236367729326e-08,1.7763436115997713e-08,Lost Causes
4,3) $200 - $350,255.21,0,1,Surburban,0,Web,0,0.0,0,0,4.931829693827751e-10,1.714484660847811e-08,1.7638029577860886e-08,Lost Causes
1,3) $200 - $350,207.64,1,0,Urban,0,Multichannel,0,0.0,0,1,7.039121312671667e-11,1.7722243728489243e-08,1.779263494161596e-08,Lost Causes
9,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0.0,0,1,-6.696670823291061e-10,1.6034657854978647e-08,1.536499077264954e-08,Lost Causes
2,1) $0 - $100,50.84,1,0,Surburban,0,Phone,0,0.0,0,1,6.562886167983363e-11,1.6484549939575688e-08,1.655017880125552e-08,Lost Causes
7,1) $0 - $100,34.25,0,1,Surburban,1,Web,0,0.0,0,1,8.857101964571547e-10,1.5526009187540555e-08,1.641171938399771e-08,Lost Causes
2,4) $350 - $500,351.18,0,1,Rural,0,Phone,1,0.0,0,0,2.0848694940195327e-08,1.5494073550682627e-07,1.757894304470216e-07,Takers
1,3) $200 - $350,342.13,1,0,Surburban,0,Multichannel,0,0.0,0,1,-1.976395182428683e-13,1.975666852459456e-08,1.9756470885076316e-08,Lost Causes
5,4) $350 - $500,357.99,1,0,Rural,1,Phone,0,0.0,0,1,4.598964796644766e-10,1.7893434921671975e-08,1.835333140133645e-08,Lost Causes
3,4) $350 - $500,363.86,0,1,Surburban,0,Web,0,0.0,0,1,-5.010972449873196e-10,1.951871952496575e-08,1.901762227997843e-08,Lost Causes
4,1) $0 - $100,65.7,0,1,Urban,1,Phone,0,0.0,0,1,2.266460197817851e-10,1.6356463977990444e-08,1.658310999777223e-08,Lost Causes
4,1) $0 - $100,62.46,0,1,Urban,0,Phone,0,0.0,0,0,4.2151982028801853e-10,1.6161460686223057e-08,1.6582980506511075e-08,Lost Causes
9,4) $350 - $500,399.22,1,0,Surburban,0,Web,0,0.0,0,1,-9.122169536364388e-10,1.8610097234159804e-08,1.7697880280523365e-08,Lost Causes
11,1) $0 - $100,91.56,1,0,Rural,1,Phone,0,0.0,0,1,7.650045178452293e-10,1.4870410481558533e-08,1.5635414999403762e-08,Lost Causes
10,2) $100 - $200,140.53,1,0,Rural,1,Phone,0,0.0,0,0,7.649851468329487e-10,1.4870425224648993e-08,1.5635410371481942e-08,Lost Causes
6,1) $0 - $100,63.85,1,0,Surburban,1,Web,0,0.0,0,1,2.1157446123514065e-10,1.556778514614909e-08,1.5779359607384232e-08,Lost Causes
9,2) $100 - $200,189.1,0,1,Surburban,0,Phone,0,0.0,0,1,1.135888457824506e-09,1.5670946063941145e-08,1.680683452176565e-08,Takers
3,1) $0 - $100,52.68,1,0,Urban,1,Web,0,0.0,0,1,2.5307542669569576e-10,1.6417780854952693e-08,1.667085628164839e-08,Lost Causes
9,1) $0 - $100,29.99,0,1,Surburban,1,Phone,0,0.0,0,0,1.113684975003318e-09,1.4894084100494415e-08,1.6007769075497733e-08,Takers
4,3) $200 - $350,286.72,1,0,Surburban,0,Multichannel,0,0.0,0,1,5.377734191253804e-10,1.8695802124976373e-08,1.9233575544101754e-08,Lost Causes
1,1) $0 - $100,31.86,1,0,Rural,0,Phone,0,0.0,0,1,7.013025361922881e-11,1.7617441833260383e-08,1.7687572086879612e-08,Lost Causes
4,1) $0 - $100,29.99,0,1,Surburban,1,Phone,0,0.0,0,0,1.676610605697078e-10,1.6027421112184108e-08,1.6195082172753816e-08,Lost Causes
4,2) $100 - $200,137.07,0,1,Rural,0,Phone,0,0.0,0,1,6.969794768109788e-10,1.6204346095070215e-08,1.6901325571881194e-08,Lost Causes
7,1) $0 - $100,82.6,1,0,Urban,1,Web,0,0.0,0,0,5.103010772288834e-10,1.4963817116270987e-08,1.547411819349987e-08,Lost Causes
9,2) $100 - $200,184.74,1,0,Surburban,1,Web,0,0.0,0,1,1.33627986589326e-09,1.4950608387680733e-08,1.6286888253573993e-08,Takers
7,2) $100 - $200,143.45,0,1,Urban,0,Web,1,0.0,0,1,1.51188795686498e-08,9.609901643354207e-08,1.1121789600219187e-07,Takers
6,1) $0 - $100,29.99,0,1,Urban,0,Phone,0,0.0,0,1,3.696556504750726e-10,1.606385167732879e-08,1.6433507327803863e-08,Lost Causes
1,"6) $750 - $1,000",790.97,1,0,Surburban,1,Phone,0,0.0,0,1,-2.641563478574708e-13,1.9426905140658555e-08,1.9426640984310697e-08,Lost Causes
4,4) $350 - $500,478.67,1,0,Urban,1,Phone,0,0.0,0,0,6.14816877021775e-10,1.704675050293908e-08,1.7661567379960855e-08,Lost Causes
4,2) $100 - $200,141.33,0,1,Rural,0,Phone,1,0.0,0,0,1.2195300725501905e-08,1.189474672282793e-07,1.311427679537812e-07,Takers
10,2) $100 - $200,103.3,1,0,Surburban,1,Phone,0,0.0,0,1,7.523062751394961e-10,1.4623928705801965e-08,1.537623498094146e-08,Lost Causes
1,4) $350 - $500,443.37,0,1,Surburban,0,Multichannel,0,0.0,0,1,-4.0009656380586324e-13,1.9828751534924896e-08,1.982835143836109e-08,Lost Causes
9,3) $200 - $350,257.6,1,1,Urban,1,Phone,0,0.0,0,0,1.9185116759874997e-09,1.721801370968758e-08,1.913652538567508e-08,Takers
10,"6) $750 - $1,000",946.65,0,1,Surburban,1,Multichannel,0,0.0,0,1,9.02762628399187e-10,1.682666238075106e-08,1.7729425009150248e-08,Lost Causes
11,2) $100 - $200,115.21,0,1,Urban,1,Phone,0,0.0,0,0,1.070070557290774e-09,1.4603658582700302e-08,1.5673729139991076e-08,Takers
1,3) $200 - $350,221.91,1,1,Urban,0,Phone,0,0.0,0,0,-2.4378823921053227e-13,1.9237179572105425e-08,1.9236935783866214e-08,Lost Causes
6,5) $500 - $750,505.18,1,0,Urban,1,Web,0,0.0,0,1,1.0546864339979945e-09,1.682160390166907e-08,1.7876290335667064e-08,Takers
1,2) $100 - $200,110.41,1,0,Urban,0,Phone,0,0.0,0,1,6.662733153995853e-11,1.677693315996949e-08,1.684356049150945e-08,Lost Causes
12,1) $0 - $100,64.31,1,0,Urban,1,Phone,0,0.0,0,0,7.923607653457618e-10,1.5402854205091478e-08,1.619521497043724e-08,Lost Causes
2,1) $0 - $100,42.31,1,0,Surburban,1,Phone,0,0.0,0,1,2.4284160752473636e-10,1.5751391669469628e-08,1.5994233276994364e-08,Lost Causes
8,3) $200 - $350,223.03,1,0,Surburban,0,Phone,0,0.0,0,1,2.522191633443563e-10,1.6182604279173536e-08,1.6434823442517892e-08,Lost Causes
1,1) $0 - $100,29.99,1,0,Urban,1,Web,0,0.0,0,1,2.5293135719118346e-10,1.6407173082146375e-08,1.666010443933756e-08,Lost Causes
2,1) $0 - $100,29.99,1,0,Urban,0,Web,0,0.0,0,0,6.840653554507909e-11,1.7231031084004132e-08,1.729943761954921e-08,Lost Causes
12,1) $0 - $100,73.7,0,1,Surburban,0,Phone,0,0.0,0,1,-3.2458355639508554e-11,1.6055219149787114e-08,1.6022760794147605e-08,Lost Causes
6,1) $0 - $100,71.22,1,0,Urban,1,Phone,1,0.0,0,1,-4.339430876850302e-09,1.380805090405906e-07,1.337410781637403e-07,Lost Causes
12,4) $350 - $500,490.24,1,0,Rural,0,Phone,1,0.0,0,1,3.815779618909192e-09,1.209755037982371e-07,1.247912834171463e-07,Takers
1,5) $500 - $750,583.96,0,1,Urban,1,Web,0,0.0,0,1,-5.241127858068064e-13,1.9596944019457768e-08,1.959641990667196e-08,Lost Causes
11,4) $350 - $500,414.64,0,1,Urban,0,Phone,1,0.0,0,1,1.7670841984310127e-08,9.68763685016669e-08,1.1454721048597702e-07,Takers
5,2) $100 - $200,116.73,0,1,Urban,0,Web,0,0.0,0,1,2.328170848859204e-10,1.577544053188348e-08,1.60082576167694e-08,Lost Causes
4,4) $350 - $500,384.73,1,0,Surburban,0,Web,0,0.0,0,1,6.407674836265513e-10,1.7761936148460937e-08,1.8402703632087488e-08,Lost Causes
10,4) $350 - $500,442.52,0,1,Surburban,0,Multichannel,1,0.0,0,1,2.933572342279494e-08,1.1445672347719575e-07,1.437924468999907e-07,Takers
1,1) $0 - $100,31.01,0,1,Urban,0,Phone,1,0.0,0,1,5.073504834872873e-09,1.08977932609068e-07,1.1405143744394088e-07,Takers
8,1) $0 - $100,29.99,0,1,Urban,0,Phone,0,0.0,0,0,3.696471909530721e-10,1.6063851931946637e-08,1.643349912289971e-08,Lost Causes
7,1) $0 - $100,94.9,0,1,Surburban,0,Phone,0,0.0,0,1,2.7995206236014163e-10,1.5797874944234974e-08,1.6077827006595116e-08,Lost Causes
3,3) $200 - $350,349.16,0,1,Surburban,0,Phone,0,0.0,0,1,-4.644596837841293e-10,1.809127530573622e-08,1.762681562195209e-08,Lost Causes
10,3) $200 - $350,301.89,1,1,Urban,0,Phone,0,0.0,0,1,1.1110041326108699e-09,1.7458838407688736e-08,1.8569842540299605e-08,Takers
3,1) $0 - $100,54.65,0,1,Rural,0,Web,1,0.0,0,1,1.8875208530074967e-09,1.7934877320179175e-07,1.8123629405479925e-07,Takers
12,2) $100 - $200,157.07,1,0,Urban,0,Web,0,0.0,0,0,-6.328816108284842e-10,1.618080423810123e-08,1.5547922627272747e-08,Lost Causes
9,1) $0 - $100,57.89,1,0,Rural,0,Phone,0,0.0,0,0,-6.731942235832513e-10,1.6119362848821626e-08,1.5446168625238375e-08,Lost Causes
1,1) $0 - $100,51.81,0,1,Surburban,0,Phone,0,0.0,0,0,7.763562200605204e-10,1.72347603372316e-08,1.801111655729212e-08,Lost Causes
9,1) $0 - $100,43.13,0,1,Surburban,0,Phone,0,0.0,0,1,7.279195306189713e-10,1.6029468287657108e-08,1.675738781827608e-08,Lost Causes
10,3) $200 - $350,201.22,1,0,Urban,0,Web,0,0.0,0,0,-6.432509511749184e-10,1.6444958448399647e-08,1.580170749722473e-08,Lost Causes
9,1) $0 - $100,29.99,0,1,Urban,1,Phone,0,0.0,0,1,1.1327682406820857e-09,1.514930411995523e-08,1.6282072360637317e-08,Takers
10,1) $0 - $100,98.51,0,1,Surburban,0,Web,0,0.0,0,0,2.3754110843924354e-10,1.609390223784404e-08,1.6331443346283283e-08,Lost Causes
2,1) $0 - $100,32.09,0,1,Surburban,1,Phone,0,0.0,0,0,1.7054758625881286e-10,1.6289818228456178e-08,1.646036581471499e-08,Lost Causes
9,2) $100 - $200,101.95,1,0,Surburban,1,Web,0,0.0,0,1,7.57232341351539e-10,1.4719636733474936e-08,1.5476869074826475e-08,Lost Causes
8,2) $100 - $200,115.67,1,0,Surburban,1,Phone,0,0.0,0,1,5.117951641775696e-10,1.5007667579848382e-08,1.5519462744025952e-08,Lost Causes
3,1) $0 - $100,29.99,1,0,Urban,0,Phone,0,0.0,0,0,6.634015668292829e-11,1.670593734863821e-08,1.6772277505321137e-08,Lost Causes
4,2) $100 - $200,118.6,0,1,Surburban,0,Phone,0,0.0,0,1,4.1774925084378823e-10,1.601742873842764e-08,1.643517798927143e-08,Lost Causes
2,5) $500 - $750,641.86,1,1,Surburban,1,Phone,0,0.0,0,1,6.721170685821023e-10,1.8647533727376695e-08,1.9319650795958797e-08,Lost Causes
10,3) $200 - $350,219.75,1,1,Surburban,1,Phone,0,0.0,0,0,5.938044064131138e-10,1.5802270893735923e-08,1.6396075300149037e-08,Lost Causes
5,1) $0 - $100,48.82,0,1,Urban,0,Phone,0,0.0,0,1,2.5628202286248433e-10,1.5613477752037893e-08,1.5869759774900378e-08,Lost Causes
2,3) $200 - $350,268.38,0,1,Surburban,0,Web,0,0.0,0,0,1.7520117425658873e-10,1.765020712970021e-08,1.7825408303956797e-08,Lost Causes
8,1) $0 - $100,91.89,0,1,Surburban,1,Phone,0,0.0,0,1,4.767300027081015e-10,1.528941150645868e-08,1.576614150916678e-08,Lost Causes
6,1) $0 - $100,35.47,0,1,Surburban,0,Web,0,0.0,0,1,2.9729442478783074e-10,1.6882976601641856e-08,1.7180271026429687e-08,Lost Causes
6,1) $0 - $100,40.25,1,0,Surburban,1,Web,0,0.0,0,0,2.1252228035101102e-10,1.5637526288342273e-08,1.5850048568693284e-08,Lost Causes
6,5) $500 - $750,619.09,1,1,Surburban,1,Web,0,0.0,0,0,6.600634992425104e-10,1.6594749177956166e-08,1.7254812677198677e-08,Lost Causes
2,5) $500 - $750,666.69,1,1,Surburban,1,Multichannel,0,0.0,0,1,-4.029970151414545e-10,1.9722647431910826e-08,1.931965041676937e-08,Lost Causes
6,1) $0 - $100,29.99,0,1,Surburban,1,Web,0,0.0,0,1,5.714949251069859e-10,1.5840224309954922e-08,1.6411719235061908e-08,Lost Causes
10,1) $0 - $100,52.8,0,1,Urban,0,Phone,0,0.0,0,1,-3.127450912715247e-11,1.5469391395778937e-08,1.5438116886651785e-08,Lost Causes
10,5) $500 - $750,683.36,1,1,Urban,1,Web,0,0.0,0,1,6.446359118766939e-10,1.7151839804445903e-08,1.7796475716322597e-08,Lost Causes
9,3) $200 - $350,275.66,0,1,Rural,1,Multichannel,0,0.0,0,0,6.654562242008525e-10,1.7705262215768524e-08,1.8370718439969376e-08,Lost Causes
4,4) $350 - $500,445.73,0,1,Surburban,0,Multichannel,0,0.0,0,0,6.719522721833262e-10,1.8631402198526112e-08,1.9303354470709438e-08,Lost Causes
4,1) $0 - $100,50.85,0,1,Urban,0,Web,0,0.0,0,1,3.0141754734784764e-10,1.7478810855489598e-08,1.7780228402837446e-08,Lost Causes
8,1) $0 - $100,29.99,0,1,Urban,0,Web,0,0.0,0,0,-7.032196393970644e-11,1.6763043093053084e-08,1.6692721129113377e-08,Lost Causes
10,1) $0 - $100,29.99,0,1,Surburban,1,Phone,0,0.0,0,0,1.1136849756285805e-09,1.4894084108855001e-08,1.600776908448358e-08,Takers
12,1) $0 - $100,47.26,1,0,Surburban,1,Phone,0,0.0,0,0,7.626855526343186e-10,1.4825503268646429e-08,1.5588188821280748e-08,Lost Causes
11,2) $100 - $200,141.71,1,0,Surburban,1,Web,0,0.0,0,1,7.57232048954783e-10,1.4719636747617501e-08,1.5476868796572284e-08,Lost Causes
6,4) $350 - $500,365.55,1,0,Surburban,1,Phone,0,0.0,0,1,1.3061998420652008e-09,1.650265955162823e-08,1.7808859393693432e-08,Takers
8,1) $0 - $100,88.5,0,1,Surburban,0,Phone,0,0.0,0,1,-3.193809042368208e-11,1.5797874868992802e-08,1.576593677856912e-08,Lost Causes
11,1) $0 - $100,29.99,1,0,Rural,1,Phone,0,0.0,0,1,7.647770920768611e-10,1.4866033623762897e-08,1.5630810715839758e-08,Lost Causes
2,1) $0 - $100,60.21,1,0,Surburban,1,Web,0,0.0,0,1,2.491786159470282e-10,1.61622733993093e-08,1.641145201525633e-08,Lost Causes
6,2) $100 - $200,128.82,1,0,Surburban,1,Web,0,0.0,0,1,2.0750151038258164e-10,1.5269367441778008e-08,1.547686895216059e-08,Lost Causes
6,1) $0 - $100,99.24,0,1,Rural,0,Phone,0,0.0,0,1,9.290325430025029e-10,1.5566993338204815e-08,1.6496025881207318e-08,Takers
2,1) $0 - $100,65.19,1,0,Surburban,0,Web,0,0.0,0,1,6.277655308067144e-11,1.577215629832929e-08,1.583493285140996e-08,Lost Causes
10,1) $0 - $100,51.39,1,0,Surburban,1,Phone,0,0.0,0,1,7.435347594198795e-10,1.4453239560844063e-08,1.5196774320263943e-08,Lost Causes
2,3) $200 - $350,226.7,1,1,Urban,0,Phone,0,0.0,0,1,1.8470887616132925e-10,1.8616753878826952e-08,1.880146275498828e-08,Lost Causes
6,1) $0 - $100,83.62,1,0,Urban,0,Phone,0,0.0,0,1,-3.6240961969514233e-10,1.5985741535927703e-08,1.562333191623256e-08,Lost Causes
1,1) $0 - $100,83.05,0,1,Urban,1,Phone,0,0.0,0,1,2.315356877642725e-10,1.6695319521690392e-08,1.6926855209454665e-08,Lost Causes
2,3) $200 - $350,309.08,0,1,Surburban,0,Phone,1,0.0,0,1,2.127943984596057e-09,1.4014459250734774e-07,1.422725364919438e-07,Takers
9,1) $0 - $100,98.22,1,0,Urban,1,Web,0,0.0,0,1,7.570888258444757e-10,1.471702163777416e-08,1.5474110463618635e-08,Lost Causes
4,1) $0 - $100,40.74,1,0,Urban,0,Web,0,0.0,0,1,7.019974826838667e-11,1.7693236367729326e-08,1.7763436115997713e-08,Lost Causes
5,2) $100 - $200,164.69,1,0,Surburban,0,Phone,0,0.0,0,1,-3.065090692622279e-10,1.5351981763198455e-08,1.5045472693936227e-08,Lost Causes
9,2) $100 - $200,138.57,1,0,Surburban,0,Web,0,0.0,0,1,-2.9074771008634896e-10,1.5760868485267623e-08,1.5470120775181274e-08,Lost Causes
9,3) $200 - $350,274.15,0,1,Surburban,0,Web,0,0.0,0,0,9.735952412663725e-10,1.6670022990117326e-08,1.76436182313837e-08,Takers
2,5) $500 - $750,550.99,1,0,Urban,1,Multichannel,0,0.0,0,1,-3.8626884807788847e-10,1.8919876977434616e-08,1.8533608129356727e-08,Lost Causes
8,2) $100 - $200,193.82,1,0,Urban,0,Web,0,0.0,0,1,-1.8447571869023987e-10,1.6098903609958474e-08,1.5914427891268234e-08,Lost Causes
6,3) $200 - $350,207.77,1,0,Urban,0,Multichannel,0,0.0,0,1,1.2860734312447187e-10,1.561279802496e-08,1.5741405368084472e-08,Lost Causes
1,2) $100 - $200,133.36,0,1,Surburban,1,Web,0,0.0,0,0,2.358085313325558e-10,1.700439543013276e-08,1.7240203961465314e-08,Lost Causes
6,1) $0 - $100,49.1,0,1,Urban,0,Web,0,0.0,0,1,-1.7297884006520847e-10,1.6293075564090647e-08,1.612009672402544e-08,Lost Causes
5,1) $0 - $100,86.79,1,0,Rural,0,Phone,0,0.0,0,0,-3.625081039274751e-10,1.5991097862351236e-08,1.562858975842376e-08,Lost Causes
9,1) $0 - $100,83.45,1,0,Urban,0,Web,0,0.0,0,1,-6.741336495046813e-10,1.614146907220495e-08,1.5467335422700268e-08,Lost Causes
7,2) $100 - $200,172.21,0,1,Surburban,1,Web,0,0.0,0,1,1.1792642961894073e-09,1.5610843813661516e-08,1.6790108109850924e-08,Takers
4,2) $100 - $200,101.62,0,1,Urban,0,Phone,0,0.0,0,0,4.1813114474676e-10,1.6032083590687476e-08,1.6450214735434236e-08,Lost Causes
1,4) $350 - $500,368.67,1,1,Urban,0,Phone,0,0.0,0,1,-4.809649241550237e-13,1.9156923321919692e-08,1.9156442356995537e-08,Lost Causes
4,1) $0 - $100,29.99,1,0,Urban,0,Phone,0,0.0,0,1,6.595273182043565e-11,1.6621740239084692e-08,1.6687692970905128e-08,Lost Causes
1,4) $350 - $500,368.57,0,1,Surburban,1,Multichannel,0,0.0,0,1,-4.5107146756269114e-13,1.98290486614555e-08,1.9828597589987937e-08,Lost Causes
5,1) $0 - $100,92.67,1,0,Urban,1,Web,1,0.0,0,1,1.7534813852480151e-09,6.4584763940459e-08,6.633824532570701e-08,Takers
2,4) $350 - $500,378.03,1,0,Rural,1,Web,0,0.0,0,0,-1.2745564065222603e-14,1.841175021349987e-08,1.8411737467935806e-08,Lost Causes
2,3) $200 - $350,225.35,1,0,Urban,0,Phone,0,0.0,0,0,1.8915591870420236e-10,1.905661624978748e-08,1.9245772168491684e-08,Lost Causes
8,4) $350 - $500,367.41,1,0,Urban,1,Web,1,212.18,1,1,1.32449355705333e-07,0.9999962883064566,0.9999964207558123,Takers
10,3) $200 - $350,296.44,0,1,Urban,0,Phone,0,0.0,0,1,1.1110438227454153e-09,1.7458838416361744e-08,1.856988223910716e-08,Takers
2,3) $200 - $350,323.56,0,1,Surburban,0,Phone,0,0.0,0,0,1.7521873533907994e-10,1.7650212409400604e-08,1.7825431144739684e-08,Lost Causes
10,2) $100 - $200,143.57,1,0,Surburban,0,Web,0,0.0,0,1,-2.9074771026766033e-10,1.5760868495096e-08,1.547012078482834e-08,Lost Causes
5,1) $0 - $100,49.17,0,1,Rural,0,Phone,0,0.0,0,1,2.587004950789616e-10,1.5759649301436918e-08,1.601834979651588e-08,Lost Causes
12,2) $100 - $200,176.89,1,0,Surburban,1,Web,0,0.0,0,1,7.697023889147382e-10,1.4962339326776153e-08,1.573204171569089e-08,Lost Causes
2,1) $0 - $100,29.99,0,1,Urban,0,Web,0,0.0,0,1,-7.59006421656557e-11,1.6701162293269128e-08,1.6625261651103472e-08,Lost Causes
7,4) $350 - $500,468.7,1,0,Urban,0,Multichannel,0,0.0,0,1,6.55581810112791e-10,1.697552836605746e-08,1.763111017617025e-08,Lost Causes
8,5) $500 - $750,520.98,1,0,Urban,1,Web,0,0.0,0,0,1.0842773012760112e-09,1.729296076267113e-08,1.8377238063947142e-08,Takers
4,3) $200 - $350,273.06,1,1,Rural,1,Web,1,0.0,0,1,-2.2700265838563379e-10,1.4958461203315935e-07,1.4935760937477372e-07,Lost Causes
8,4) $350 - $500,471.8,1,0,Surburban,1,Multichannel,0,0.0,0,1,1.3427583319578995e-09,1.6965073577238888e-08,1.8307831909196788e-08,Takers
4,5) $500 - $750,519.44,0,1,Rural,1,Phone,0,0.0,0,0,-1.6768273662698348e-13,1.863795780242814e-08,1.8637790119691513e-08,Lost Causes
1,"7) $1,000 +",1309.03,1,1,Urban,1,Multichannel,0,0.0,0,1,-4.834223540252427e-13,1.9833926727499254e-08,1.983344330514523e-08,Lost Causes
